#mhp  tb  deltab brt-bHp  brHp-taunu  brHp-tb  brHp-cs  brHp-hW  brHp-HW  brHp-AW  brHp-nc  brHp-n1c1  brHp-n2c1  brHp-n3c1  brHp-n4c1  brHp-n1c2  brHp-n2c2  brHp-n3c2  brHp-n4c2  scen
300.00000000  6.70000000 0.07509179  0.00000  9.791866E-02  0.869381  2.634495E-04  3.030835E-02  4.883828E-07  6.516426E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.80000000 0.07619036  0.00000  0.101667  0.866167  2.724234E-04  2.973808E-02  5.045200E-07  6.583067E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.90000000 0.07728926  0.00000  0.105420  0.862955  2.814014E-04  2.916195E-02  5.201633E-07  6.644248E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.00000000 0.07838846  0.00000  0.109171  0.859748  2.903700E-04  2.858132E-02  5.352847E-07  6.700006E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.10000000 0.07948796  0.00000  0.112915  0.856552  2.993161E-04  2.799751E-02  5.498600E-07  6.750395E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.20000000 0.08058774  0.00000  0.116647  0.853370  3.082275E-04  2.741180E-02  5.638686E-07  6.795490E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.30000000 0.08168780  0.00000  0.120363  0.850206  3.170922E-04  2.682538E-02  5.772936E-07  6.835379E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.40000000 0.08278812  0.00000  0.124057  0.847063  3.258992E-04  2.623938E-02  5.901215E-07  6.870168E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.50000000 0.08388868  0.00000  0.127725  0.843944  3.346380E-04  2.565489E-02  6.023421E-07  6.899975E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.60000000 0.08498949  0.00000  0.131363  0.840854  3.432987E-04  2.507291E-02  6.139485E-07  6.924928E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.70000000 0.08609053  0.00000  0.134968  0.837794  3.518723E-04  2.449438E-02  6.249365E-07  6.945168E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.80000000 0.08719180  0.00000  0.138535  0.834768  3.603503E-04  2.392017E-02  6.353050E-07  6.960844E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  7.90000000 0.08829328  0.00000  0.142062  0.831777  3.687252E-04  2.335108E-02  6.450552E-07  6.972113E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.00000000 0.08939496  0.00000  0.145545  0.828825  3.769899E-04  2.278786E-02  6.541908E-07  6.979139E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.10000000 0.09049685  0.00000  0.148982  0.825913  3.851383E-04  2.223118E-02  6.627177E-07  6.982088E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.20000000 0.09159893  0.00000  0.152371  0.823042  3.931647E-04  2.168165E-02  6.706438E-07  6.981132E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.30000000 0.09270119  0.00000  0.155709  0.820216  4.010643E-04  2.113982E-02  6.779786E-07  6.976446E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.40000000 0.09380363  0.00000  0.158995  0.817433  4.088327E-04  2.060617E-02  6.847334E-07  6.968205E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.50000000 0.09490624  0.00000  0.162227  0.814697  4.164665E-04  2.008114E-02  6.909206E-07  6.956585E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.60000000 0.09600903  0.00000  0.165403  0.812008  4.239625E-04  1.956509E-02  6.965541E-07  6.941761E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.70000000 0.09711197  0.00000  0.168523  0.809366  4.313183E-04  1.905837E-02  7.016485E-07  6.923907E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.80000000 0.09821507  0.00000  0.171586  0.806772  4.385320E-04  1.856122E-02  7.062197E-07  6.903195E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  8.90000000 0.09931831  0.00000  0.174592  0.804228  4.456020E-04  1.807390E-02  7.102838E-07  6.879795E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.00000000 0.10042171  0.00000  0.177538  0.801732  4.525274E-04  1.759657E-02  7.138578E-07  6.853872E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.10000000 0.10152524  0.00000  0.180427  0.799285  4.593077E-04  1.712939E-02  7.169591E-07  6.825590E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.20000000 0.10262892  0.00000  0.183256  0.796888  4.659428E-04  1.667245E-02  7.196052E-07  6.795105E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.30000000 0.10373272  0.00000  0.186027  0.794539  4.724328E-04  1.622583E-02  7.218139E-07  6.762571E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.40000000 0.10483665  0.00000  0.188739  0.792239  4.787784E-04  1.578956E-02  7.236032E-07  6.728138E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.50000000 0.10594071  0.00000  0.191393  0.789988  4.849805E-04  1.536364E-02  7.249910E-07  6.691948E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.60000000 0.10704489  0.00000  0.193989  0.787785  4.910401E-04  1.494807E-02  7.259950E-07  6.654139E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.70000000 0.10814918  0.00000  0.196528  0.785629  4.969588E-04  1.454279E-02  7.266330E-07  6.614845E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.80000000 0.10925359  0.00000  0.199010  0.783520  5.027382E-04  1.414773E-02  7.269223E-07  6.574192E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  9.90000000 0.11035811  0.00000  0.201437  0.781458  5.083801E-04  1.376281E-02  7.268801E-07  6.532303E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.00000000 0.11146274  0.00000  0.203808  0.779441  5.138866E-04  1.338793E-02  7.265232E-07  6.489294E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.10000000 0.11256747  0.00000  0.206125  0.777469  5.192598E-04  1.302295E-02  7.258680E-07  6.445275E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.20000000 0.11367230  0.00000  0.208389  0.775542  5.245020E-04  1.266775E-02  7.249306E-07  6.400352E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.30000000 0.11477723  0.00000  0.210600  0.773657  5.296157E-04  1.232218E-02  7.237265E-07  6.354625E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.40000000 0.11588225  0.00000  0.212760  0.771815  5.346033E-04  1.198608E-02  7.222710E-07  6.308188E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.50000000 0.11698737  0.00000  0.214870  0.770015  5.394676E-04  1.165929E-02  7.205786E-07  6.261132E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.60000000 0.11809258  0.00000  0.216930  0.768255  5.442111E-04  1.134162E-02  7.186636E-07  6.213540E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.70000000 0.11919787  0.00000  0.218942  0.766535  5.488365E-04  1.103289E-02  7.165397E-07  6.165492E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.80000000 0.12030325  0.00000  0.220907  0.764854  5.533467E-04  1.073293E-02  7.142199E-07  6.117065E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  10.90000000 0.12140872  0.00000  0.222826  0.763211  5.577443E-04  1.044153E-02  7.117171E-07  6.068327E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.00000000 0.12251427  0.00000  0.224700  0.761605  5.620321E-04  1.015851E-02  7.090433E-07  6.019345E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.10000000 0.12361989  0.00000  0.226531  0.760035  5.662130E-04  9.883661E-03  7.062103E-07  5.970181E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.20000000 0.12472534  0.00000  0.228319  0.758499  5.702892E-04  9.616794E-03  7.032289E-07  5.920892E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.30000000 0.12583111  0.00000  0.230065  0.756998  5.742644E-04  9.357714E-03  7.001103E-07  5.871534E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.40000000 0.12693695  0.00000  0.231771  0.755530  5.781409E-04  9.106218E-03  6.968645E-07  5.822156E-07  0  0  0  0  0  0  0  0  0  lightstop
